brand,model,processor_brand,processor_name,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,touchscreen,msoffice,latest_price,reviews
asus,vivobook,intel,core i3,8.0,ddr4,0,1024,windows,64,0,casual,15.6,1,no,no,26063.0,0
dell,inspiron,amd,ryzen 5,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,1,no,yes,33493.3,7
asus,zenbook,intel,core i7,16.0,lpddr4x,1024,0,windows,64,0,thinnlight,13.3,0,no,no,66993.3,0
dell,inspiron,intel,core i5,8.0,ddr4,512,0,windows,64,2,casual,14.0,1,yes,yes,53593.3,2
dell,vostro,amd,ryzen 5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,39858.3,0
asus,asus,intel,pentium quad,4.0,ddr4,0,1024,windows,64,0,casual,15.6,0,no,no,20622.600000000002,0
hp,pavilion,amd,ryzen 7,16.0,ddr4,1024,0,windows,64,0,thinnlight,13.3,1,no,yes,56407.3,0
msi,modern,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,14.0,0,no,no,37882.47,87
asus,core,intel,core i5,16.0,ddr4,512,0,windows,64,0,thinnlight,17.3,0,no,no,40193.3,0
dell,inspiron,amd,ryzen 3,8.0,ddr4,0,1024,windows,64,0,thinnlight,15.6,0,no,no,25051.300000000003,5
apple,macbook,intel,core i5,16.0,lpddr4x,1024,0,mac,64,0,casual,13.0,1,no,no,120593.3,5
msi,core,intel,core i7,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,0,no,no,38853.3,0
lenovo,thinkbook,intel,core i5,16.0,ddr4,512,0,windows,64,0,casual,13.0,1,no,yes,43543.3,4
asus,zenbook,amd,ryzen 7,16.0,lpddr4x,1024,0,windows,64,0,casual,14.0,0,yes,no,75703.3,0
hp,envy,amd,ryzen 5,8.0,ddr4,512,0,windows,64,0,casual,13.3,1,yes,yes,49579.33,27
dell,core,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,no,41064.3,1
asus,chromebook,intel,celeron dual,4.0,lpddr4,0,0,windows,32,0,casual,14.76240673886883,0,no,no,13728.300000000001,91
hp,envy,intel,core i7,16.0,ddr4,512,0,windows,64,0,casual,13.3,1,yes,yes,69003.3,2
lenovo,core,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,36843.3,1
dell,inspiron,intel,core i3,8.0,ddr4,0,1024,windows,64,0,thinnlight,15.6,1,no,no,26793.300000000003,1
lenovo,thinkbook,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,13.0,1,no,yes,40193.3,4
msi,delta,amd,ryzen 9,16.0,ddr4,1024,0,windows,64,0,casual,15.6,0,no,no,98483.3,0
asus,asus,intel,core i5,16.0,ddr4,512,0,windows,32,6,casual,15.6,1,no,no,56943.3,0
asus,vivobook,intel,core i5,8.0,ddr4,256,1024,windows,64,0,casual,14.0,1,no,no,33493.3,2
hp,15s,intel,core i3,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,1,no,yes,30478.300000000003,66
lenovo,ideapad,intel,celeron dual,4.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,21305.33,0
hp,pavilion,intel,core i5,16.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,48575.0,3
lenovo,ideapad,intel,core i5,8.0,ddr4,512,0,windows,64,4,gaming,15.6,0,no,no,40193.3,6
lenovo,a6-9225,amd,a6-9225 processor,4.0,ddr4,0,1024,windows,64,0,thinnlight,15.6,0,no,no,16743.3,12
dell,inspiron,amd,ryzen 5,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,1,no,yes,40863.3,42
hp,core,intel,core i3,8.0,ddr4,256,0,windows,64,0,thinnlight,15.6,1,no,yes,30083.0,107
dell,core,intel,core i7,16.0,ddr4,512,0,windows,64,4,casual,15.6,1,no,no,66993.3,0
asus,vivobook,amd,ryzen 3,8.0,ddr4,256,0,windows,64,0,casual,14.1,1,no,no,25453.300000000003,3
asus,vivobook,intel,pentium quad,8.0,ddr4,256,0,windows,64,0,thinnlight,14.1,1,no,yes,22773.300000000003,0
dell,g5,amd,ryzen 5,8.0,ddr4,512,0,windows,64,6,casual,14.96,0,no,no,51047.3,64
lenovo,yoga,intel,core i5,16.0,ddr4,512,0,windows,64,0,casual,14.0,1,yes,yes,58953.3,6
dell,inspiron,intel,core i3,8.0,ddr4,0,1024,windows,32,0,casual,14.96,0,no,no,27396.300000000003,46
dell,vostro,intel,core i3,4.0,ddr4,256,1024,windows,64,0,thinnlight,14.0,1,no,yes,29205.300000000003,0
msi,pulse,intel,i7,8.0,ddr4,0,0,windows,32,4,casual,14.76240673886883,0,no,no,73425.3,2
asus,rog,amd,ryzen 7,16.0,ddr5,512,0,windows,64,4,casual,15.6,0,no,no,71683.3,0
hp,14s,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,0,no,no,38853.3,123
asus,asus,intel,core i7,16.0,ddr4,512,0,windows,64,4,gaming,17.3,0,no,no,63643.3,15
dell,inspiron,intel,core i5,16.0,ddr4,512,0,windows,64,0,thinnlight,15.3,1,no,yes,46558.3,7
lenovo,thinkbook,intel,core i5,16.0,ddr4,512,0,windows,64,0,casual,14.0,3,yes,yes,46223.3,8
lenovo,core,intel,core i5,16.0,ddr4,512,0,windows,32,0,casual,15.6,1,no,yes,52253.3,2
msi,stealth,intel,core i7,16.0,ddr4,1024,0,windows,64,6,casual,15.6,2,no,no,80393.3,3
hp,core,intel,core i3,8.0,ddr4,512,0,windows,32,0,casual,14.1,0,no,no,25995.33,1
asus,zephyrus,intel,core i7,16.0,ddr4,1024,0,windows,32,4,casual,16.0,1,no,no,130643.3,0
hp,envy,intel,core i7,16.0,ddr4,512,0,windows,64,0,casual,13.3,1,yes,yes,69680.0,0
msi,core,intel,core i7,8.0,ddr4,512,0,windows,64,2,casual,14.0,0,no,no,51583.3,0
msi,modern,amd,ryzen 5,8.0,ddr4,256,0,windows,64,0,casual,14.0,1,no,no,33493.3,0
msi,core,intel,core i3,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,26123.300000000003,11
dell,vostro,intel,core i5,8.0,ddr4,256,1024,windows,64,0,thinnlight,14.0,1,no,yes,39523.3,1
lenovo,yoga,amd,ryzen 5,16.0,lpddr4x,512,0,windows,64,0,thinnlight,13.3,3,yes,yes,50114.66,0
asus,rog,amd,ryzen 7,16.0,ddr5,1024,0,windows,32,4,casual,15.6,1,no,no,77043.3,0
msi,creator,intel,core i9,16.0,ddr4,1024,0,windows,64,6,casual,16.0,0,no,no,129303.3,0
samsung,galaxy,qualcomm,snapdragon 7c,4.0,lpddr4x,0,0,windows,32,0,casual,14.76240673886883,0,no,no,26123.300000000003,0
asus,zenbook,intel,core i5,16.0,lpddr4x,512,0,windows,64,0,casual,14.0,1,yes,no,71013.3,11
msi,prestige,intel,core i5,16.0,lpddr4x,512,0,windows,64,0,casual,14.0,1,no,no,53593.3,0
lenovo,core,intel,core i3,8.0,ddr4,0,1024,windows,64,0,thinnlight,15.6,1,no,no,24783.300000000003,10
asus,vivobook,amd,ryzen 5,8.0,ddr4,512,0,windows,64,0,casual,14.0,1,no,no,39523.3,13
dell,vostro,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,37178.3,27
asus,vivobook,amd,ryzen 7,16.0,ddr4,512,0,windows,64,0,casual,14.0,1,no,no,62303.3,4
lenovo,ideapad,intel,core i5,16.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,46893.3,2
hp,ryzen,amd,ryzen 5,8.0,ddr4,512,0,windows,32,4,casual,16.1,0,no,no,45627.0,0
asus,zenbook,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,13.3,1,yes,yes,56943.3,2
dell,inspiron,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,0,no,no,40193.3,7
hp,15s,intel,core i3,8.0,ddr4,0,1024,windows,64,0,thinnlight,15.6,1,no,yes,26793.300000000003,45
dell,inspiron,amd,ryzen 5,8.0,ddr4,256,0,windows,64,0,thinnlight,15.6,1,no,no,29741.300000000003,24
asus,zenbook,intel,core i7,16.0,lpddr3,1024,0,windows,64,2,casual,14.0,1,no,yes,83743.3,1
lenovo,yoga,amd,ryzen 5,16.0,ddr4,512,0,windows,64,0,thinnlight,13.3,1,yes,yes,52253.3,0
dell,xps,intel,core i5,8.0,lpddr4x,512,0,windows,64,0,thinnlight,13.3,1,no,yes,74966.3,0
dell,inspiron,intel,core i7,16.0,ddr4,1024,0,windows,64,2,casual,15.6,0,no,no,82014.70000000001,0
dell,inspiron,intel,core i5,8.0,ddr4,512,0,windows,64,2,casual,15.6,1,no,no,44213.3,0
asus,zenbook,intel,core i5,8.0,lpddr4x,512,0,windows,32,0,casual,14.0,1,no,yes,48903.3,14
hp,pavilion,intel,core i3,8.0,ddr4,512,0,windows,64,0,casual,14.0,1,yes,yes,46408.89,0
dell,inspiron,intel,core i3,8.0,ddr4,256,1024,windows,64,0,casual,15.6,1,no,no,29942.300000000003,0
dell,inspiron,intel,core i5,16.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,47630.3,6
hp,spectre,intel,core i7,16.0,ddr4,1024,0,windows,64,0,casual,13.3,1,yes,no,120593.3,5
lenovo,ideapad,intel,ryzen 7,16.0,ddr4,512,0,windows,32,4,casual,16.0,3,no,yes,54598.3,0
msi,katana,intel,core i5,8.0,ddr4,512,0,windows,64,4,casual,15.6,2,no,no,50243.3,0
hp,15s,amd,ryzen 3,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,1,no,yes,29808.300000000003,42
dell,vostro,intel,core i3,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,29766.09,0
acer,swift,amd,ryzen 7,16.0,ddr4,1024,0,windows,64,4,casual,14.0,1,no,no,66993.3,0
msi,summit,intel,core i7,16.0,ddr4,1024,0,windows,64,4,casual,15.6,2,yes,no,103843.3,2
dell,ryzen,amd,ryzen 5,8.0,ddr4,1024,0,windows,32,0,casual,15.6,0,no,no,38793.0,1
asus,zenbook,intel,core i5,8.0,lpddr3,512,0,windows,64,0,casual,13.3,1,no,yes,53593.3,3
asus,tuf,amd,ryzen 7,8.0,ddr4,1024,0,windows,32,4,gaming,15.6,0,no,no,64313.3,3
lenovo,ideapad,intel,core i5,8.0,ddr4,256,1024,windows,64,4,gaming,15.6,0,no,no,49975.3,128
msi,modern,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,14.0,1,no,no,37178.3,16
asus,vivobook,intel,core i3,8.0,ddr4,256,0,windows,64,0,casual,14.0,1,no,no,24113.300000000003,0
acer,aspire,intel,core i5,8.0,ddr4,0,1024,windows,64,2,casual,15.6,1,no,yes,40199.33,28
lenovo,yoga,intel,core i7,16.0,lpddr4x,1024,0,windows,64,0,casual,13.3,1,no,yes,82403.3,2
dell,vostro,intel,core i5,8.0,ddr4,512,0,windows,64,2,thinnlight,14.0,1,no,yes,44548.3,17
asus,vivobook,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,15.6,1,no,yes,35778.0,6
hp,pavilion,amd,ryzen 5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,36910.3,52
acer,predator,intel,core i7,16.0,ddr4,2048,0,windows,64,8,casual,15.6,1,no,no,107193.3,0
asus,zenbook,amd,ryzen 5,16.0,lpddr4x,512,0,windows,64,0,casual,14.0,0,yes,no,61633.3,0
hp,pavilion,intel,core i7,16.0,ddr4,512,0,windows,64,4,gaming,15.6,1,no,yes,60427.3,1
asus,vivobook,intel,core i3,8.0,ddr4,512,0,windows,64,0,casual,15.6,1,no,yes,34604.83,0
asus,vivobook,amd,ryzen 7,16.0,ddr4,512,0,windows,64,0,casual,15.6,1,no,yes,38183.3,0
msi,gs66,intel,i7,8.0,ddr4,0,0,windows,32,8,casual,14.76240673886883,0,no,no,138884.30000000002,0
dell,inspiron,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,14.0,1,yes,yes,49915.0,5
dell,xps,intel,core i5,16.0,lpddr4x,512,0,windows,64,0,thinnlight,13.3,1,no,yes,77043.3,0
hp,core,intel,core i3,8.0,ddr4,0,1024,windows,64,0,thinnlight,15.6,1,no,yes,28133.300000000003,5
dell,vostro,intel,core i5,8.0,ddr4,512,0,windows,64,2,thinnlight,14.0,0,no,no,41533.3,4
asus,rog,intel,core i5,8.0,ddr4,1024,0,windows,64,4,casual,15.6,0,no,no,55603.3,118
acer,aspire,amd,dual core,4.0,ddr4,256,0,windows,64,0,casual,14.0,1,no,no,20093.300000000003,0
apple,macbook,intel,core i5,16.0,lpddr4x,512,0,mac,64,0,casual,13.0,1,no,no,107193.3,5
asus,vivobook,intel,core i5,8.0,ddr4,0,1024,windows,64,0,thinnlight,15.6,1,no,no,31483.300000000003,179
apple,macbook,intel,core i5,8.0,ddr3,512,0,mac,64,0,casual,13.3,1,no,no,115300.3,13
hp,pavilion,amd,ryzen 5,16.0,ddr4,512,0,windows,64,0,casual,13.3,1,no,yes,56419.36,0
lenovo,core,intel,core i7,16.0,ddr4,512,0,windows,32,0,casual,14.0,0,yes,no,59286.96000000001,0
msi,modern,amd,ryzen 7,8.0,ddr4,512,0,windows,64,0,casual,15.6,0,no,no,43543.3,0
msi,prestige,intel,core i7,16.0,ddr4,512,0,windows,64,4,casual,15.6,1,no,no,73693.3,30
msi,sword,intel,core i5,8.0,ddr4,512,0,windows,64,4,casual,15.6,0,no,no,50243.3,0
lenovo,ideapad,amd,ryzen 7,8.0,ddr4,512,0,windows,64,0,casual,14.0,1,no,yes,40863.3,69
asus,core,intel,core i7,32.0,ddr4,1024,0,windows,64,6,casual,15.6,1,yes,no,150743.30000000002,0
dell,xps,intel,i5,8.0,ddr4,0,0,windows,32,0,thinnlight,14.76240673886883,1,no,no,93793.3,0
hp,omen,amd,ryzen 7,16.0,ddr4,1024,0,windows,64,8,casual,15.6,1,no,no,107193.3,2
msi,modern,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,14.0,1,no,no,37848.3,112
asus,core,intel,core i5,8.0,ddr4,256,1024,windows,32,2,casual,15.6,0,no,no,39523.3,1
dell,inspiron,amd,ryzen 3,8.0,ddr4,0,1024,windows,64,0,thinnlight,15.6,1,no,yes,35263.44,0
asus,vivobook,amd,ryzen 9,16.0,ddr4,1024,0,windows,64,0,casual,14.0,1,no,no,70343.3,2
asus,rog,amd,ryzen 7,8.0,ddr4,1024,0,windows,64,0,casual,14.0,1,no,yes,51583.3,0
asus,eeebook,intel,pentium silver,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,21433.300000000003,0
msi,sword,intel,core i7,8.0,ddr4,512,0,windows,64,4,casual,15.6,0,no,no,58283.3,0
lenovo,thinkpad,intel,core i5,16.0,ddr4,512,0,windows,64,0,thinnlight,13.3,3,no,no,98490.0,0
asus,tuf,intel,core i5,16.0,ddr4,1024,0,windows,64,4,casual,15.6,1,no,no,58953.3,0
hp,core,intel,core i3,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,1,no,yes,32153.300000000003,215
acer,swift,intel,core i5,8.0,ddr3,256,0,windows,64,0,thinnlight,13.3,1,no,yes,58200.89000000001,3
dell,inspiron,amd,ryzen 3,8.0,ddr4,0,1024,windows,64,0,casual,15.6,1,no,yes,26793.300000000003,39
lenovo,ideapad,intel,core i3,4.0,ddr4,256,0,windows,64,0,casual,15.6,1,no,yes,26934.0,1
lenovo,ideapad,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,37513.3,9
hp,pavilion,intel,core i5,8.0,ddr4,512,0,windows,64,4,gaming,15.6,1,no,yes,52253.3,0
msi,prestige,intel,core i7,16.0,lpddr4x,512,0,windows,64,0,casual,14.0,1,no,no,60293.3,0
msi,stealth,intel,core i7,32.0,ddr5,1024,0,windows,64,8,casual,15.6,0,no,no,187593.30000000002,0
hp,envy,intel,core i5,16.0,ddr4,512,0,windows,64,4,casual,15.6,1,no,yes,71348.3,0
lenovo,ideapad,intel,core i5,16.0,ddr4,512,0,windows,32,2,casual,14.0,1,no,yes,47563.3,3
asus,rog,intel,core i9,32.0,ddr5,1024,0,windows,64,6,casual,15.6,0,no,no,200993.30000000002,0
asus,rog,amd,ryzen 9,16.0,lpddr4x,1024,0,windows,64,4,casual,13.4,1,yes,no,77043.3,1
hp,15,intel,core i7,8.0,ddr4,128,1024,windows,64,4,casual,15.6,1,no,no,78350.47,0
microsoft,surface,intel,core i5,8.0,lpddr4x,128,0,windows,64,0,casual,13.0,0,yes,no,67127.3,8
asus,vivobook,intel,celeron dual,4.0,ddr4,0,0,windows,64,0,casual,14.76240673886883,0,no,no,18083.3,0
lenovo,thinkpad,intel,core i5,16.0,ddr4,512,512,windows,64,0,thinnlight,14.0,3,yes,no,104125.37000000001,0
hp,spectre,intel,core i7,16.0,lpddr3,512,0,windows,64,0,casual,13.3,1,yes,yes,160638.53,0
lenovo,thinkpad,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,15.6,1,no,yes,43543.3,11
acer,nitro,amd,5,8.0,ddr4,0,0,windows,32,4,casual,14.76240673886883,0,no,no,48903.3,67
lenovo,core,intel,core i3,8.0,ddr4,256,0,windows,32,0,casual,14.0,0,no,no,27463.300000000003,0
dell,inspiron,intel,core i3,8.0,ddr4,256,0,windows,64,0,thinnlight,14.96,1,no,no,28468.300000000003,0
hp,pavilion,amd,ryzen 5,8.0,ddr4,256,1024,windows,64,4,gaming,15.6,1,no,no,53600.0,6
asus,vivobook,intel,celeron dual,4.0,ddr4,256,0,windows,64,0,casual,15.6,0,no,no,20026.300000000003,0
acer,aspire,amd,ryzen 5,8.0,ddr4,512,0,windows,64,0,casual,15.6,1,no,no,30143.300000000003,39
acer,aspire,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,15.6,1,no,no,38853.3,0
hp,15s,amd,ryzen 5,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,1,no,yes,35838.3,118
lg,gram,intel,core i5,8.0,ddr4,256,0,windows,64,0,casual,15.6,0,no,no,51583.3,7
dell,core,intel,core i3,8.0,ddr4,0,1024,windows,32,0,casual,15.6,0,no,no,29459.9,0
hp,omen,intel,core i7,16.0,ddr4,1024,0,windows,64,4,casual,16.1,0,no,no,81733.3,0
acer,extensa,intel,pentium quad,4.0,ddr4,256,0,windows,64,0,casual,15.6,1,no,no,20763.300000000003,89
hp,omen,intel,core i7,16.0,ddr4,1024,0,windows,64,4,casual,16.1,0,no,no,78383.3,0
apple,macbook,apple,m1 processor,16.0,ddr4,512,0,mac,64,0,casual,13.3,1,no,no,83743.3,4
asus,expertbook,intel,core i3,8.0,ddr4,256,1024,windows,64,0,casual,15.6,0,no,no,27463.300000000003,0
lenovo,legion,intel,core i7,16.0,ddr4,1024,0,windows,64,6,casual,16.0,0,no,no,101235.66,0
asus,vivobook,intel,core i7,8.0,ddr4,512,0,windows,64,2,casual,15.6,1,no,yes,52923.3,4
dell,g15,nvidia,geforce rtx,8.0,ddr4,0,0,windows,32,4,casual,14.76240673886883,0,no,no,64313.3,5
dell,xps,intel,core i7,16.0,ddr3,512,0,windows,64,0,thinnlight,13.3,1,no,yes,81666.3,0
realme,book,intel,core i3,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,1,no,yes,32159.33,1014
asus,expertbook,intel,core i3,4.0,ddr4,256,0,windows,64,0,casual,15.6,0,no,no,24113.300000000003,0
asus,tuf,intel,core i5,8.0,ddr4,512,0,windows,64,4,gaming,15.6,1,no,no,43543.3,0
asus,zenbook,intel,core i7,8.0,lpddr3,512,0,windows,64,0,thinnlight,14.0,1,no,no,57613.3,0
dell,vostro,intel,core i3,4.0,ddr4,256,1024,windows,64,0,thinnlight,14.0,1,no,yes,29473.300000000003,0
msi,modern,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,14.0,1,no,no,36843.3,147
hp,omen,intel,i5,8.0,ddr4,0,0,windows,32,4,casual,14.76240673886883,0,no,no,68709.17,0
dell,core,intel,core i3,8.0,ddr4,256,0,windows,64,0,casual,14.0,0,yes,no,48239.33,13
asus,rog,amd,ryzen 9,16.0,lpddr4x,1024,0,windows,64,4,casual,13.4,1,yes,yes,83743.3,0
lenovo,ryzen,amd,ryzen 7,16.0,ddr4,512,0,windows,64,4,casual,15.6,1,no,yes,56941.96000000001,0
lenovo,legion,amd,ryzen 5,8.0,ddr4,512,0,windows,64,4,casual,15.6,0,no,no,51253.66,0
msi,katana,intel,core i7,16.0,ddr4,512,0,windows,64,4,casual,15.6,2,no,no,63643.3,0
hp,pavilion,amd,ryzen 7,16.0,ddr4,512,0,windows,64,4,casual,15.6,1,no,no,60963.3,40
vaio,se,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,2,no,yes,42136.3,14
microsoft,surface,amd,ryzen 5,8.0,ddr4,128,0,windows,64,0,casual,15.0,0,yes,no,66993.3,0
asus,vivobook,amd,ryzen 3,4.0,ddr4,256,0,windows,64,0,thinnlight,15.6,1,no,yes,23115.0,375
dell,ryzen,amd,ryzen 5,8.0,ddr4,512,0,windows,64,4,casual,14.96,1,no,no,66276.40000000001,0
lenovo,legion,amd,ryzen 7,16.0,ddr4,1024,0,windows,64,6,casual,15.6,1,no,yes,87763.3,0
lg,gram,intel,core i5,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,0,no,no,51583.3,0
asus,vivobook,amd,ryzen 7,16.0,ddr4,1024,0,windows,64,0,casual,15.6,1,no,no,66993.3,0
hp,spectre,intel,core i5,16.0,lpddr4x,512,0,windows,64,0,casual,13.5,0,yes,no,75039.33,0
msi,gp76,intel,i7,8.0,ddr4,0,0,windows,32,8,casual,14.76240673886883,0,no,no,120593.3,5
asus,vivobook,intel,core i3,8.0,ddr4,256,0,windows,64,0,casual,15.6,1,no,no,26793.300000000003,19
msi,pulse,intel,core i7,16.0,ddr4,1024,0,windows,64,8,casual,15.6,2,no,no,87093.3,3
asus,zenbook,amd,ryzen 9,16.0,lpddr4x,1024,0,windows,64,0,casual,14.0,0,yes,no,90443.3,0
lenovo,yoga,intel,core i5,8.0,lpddr4x,512,0,windows,64,2,casual,14.0,1,no,yes,47434.66,3
dell,vostro,amd,ryzen 3,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,0,no,no,27195.300000000003,0
lenovo,legion,intel,core i5,8.0,ddr4,512,0,windows,64,4,casual,15.6,0,no,no,40193.3,1
msi,modern,amd,ryzen 5,8.0,ddr4,512,0,windows,64,0,casual,15.6,0,no,no,36843.3,203
asus,vivobook,intel,core i3,4.0,ddr4,512,0,windows,64,0,casual,14.0,1,no,no,27463.300000000003,519
asus,core,intel,core i9,32.0,ddr4,1024,0,windows,64,6,casual,15.6,1,yes,no,180893.30000000002,1
acer,conceptd,intel,core i5,8.0,ddr4,512,0,windows,64,4,casual,15.6,1,no,no,66665.0,0
asus,vivobook,intel,core i5,8.0,ddr4,256,0,windows,64,0,thinnlight,14.0,1,no,no,32823.3,0
hp,spectre,intel,core i7,16.0,lpddr4x,1024,0,windows,64,0,casual,13.5,1,yes,no,100499.33,0
hp,14s,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,37513.3,4
asus,rog,amd,ryzen 7,16.0,ddr5,1024,0,windows,64,4,casual,15.6,0,no,no,75703.3,0
vaio,e,amd,ryzen 7,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,2,no,yes,38183.3,26
asus,vivobook,intel,core i5,8.0,ddr4,256,1024,windows,64,0,casual,15.6,1,no,no,43543.3,0
lenovo,ideapad,intel,core i3,8.0,ddr4,256,0,windows,64,0,casual,15.6,1,no,yes,28138.660000000003,39
lenovo,ideapad,amd,ryzen 7,16.0,ddr4,1024,0,windows,64,0,casual,14.0,1,no,yes,52251.96000000001,0
msi,core,intel,core i7,16.0,ddr4,1024,0,windows,64,6,casual,15.6,0,no,no,93793.3,2
asus,zenbook,intel,core i5,8.0,lpddr3,512,0,windows,64,0,thinnlight,13.3,1,no,no,48903.3,4
hp,omen,amd,ryzen 9,16.0,ddr4,1024,0,windows,64,8,casual,16.1,1,no,yes,95133.3,0
asus,asus,intel,pentium quad,4.0,lpddr4x,0,0,windows,64,0,casual,14.76240673886883,0,no,no,30813.300000000003,0
hp,notebook,intel,core i3,8.0,ddr4,0,1024,windows,64,0,thinnlight,14.0,1,no,no,26659.300000000003,3
asus,rog,amd,ryzen 7,8.0,ddr4,1024,0,windows,64,0,casual,14.0,1,no,yes,50920.0,1
acer,predator,intel,core i7,16.0,ddr4,1024,0,windows,64,6,casual,15.6,1,no,no,87093.3,7
acer,swift,intel,core i5,8.0,ddr3,512,0,windows,64,0,thinnlight,14.0,1,no,no,43543.3,1
asus,core,intel,core i5,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,0,no,no,38853.3,0
hp,omen,intel,core i7,16.0,ddr4,1024,0,windows,64,8,casual,16.1,1,no,yes,115233.3,0
asus,core,intel,core i3,8.0,ddr4,512,0,windows,64,0,thinnlight,15.6,1,no,yes,28803.300000000003,234
smartron,t.book,intel,core i5,4.0,ddr3,128,0,windows,64,0,casual,12.2,0,yes,no,35503.3,9
asus,vivobook,amd,ryzen 7,8.0,ddr4,512,0,windows,64,0,casual,14.0,1,no,no,42873.3,7
acer,aspire,amd,ryzen 5,8.0,ddr4,512,0,windows,64,0,casual,15.6,1,no,no,33493.3,6
lenovo,ideapad,amd,ryzen 7,8.0,ddr4,512,0,windows,64,0,casual,14.0,1,no,yes,42873.3,10
hp,ryzen,amd,ryzen 7,8.0,ddr4,512,0,windows,64,0,thinnlight,14.0,1,no,yes,38859.33,5
msi,gp65,intel,i7,8.0,ddr4,0,0,windows,32,6,casual,14.76240673886883,0,no,no,97813.3,106
hp,hp,intel,core i5,16.0,ddr4,512,0,windows,64,2,casual,13.3,1,yes,yes,51583.3,2
dell,ryzen,amd,ryzen 5,8.0,ddr4,256,1024,windows,32,0,casual,15.6,0,no,no,34833.3,0
asus,rog,amd,ryzen 9,16.0,ddr4,1024,0,windows,64,0,casual,15.6,1,no,no,87093.3,0
dell,inspiron,intel,core i5,8.0,ddr4,256,1024,windows,64,2,casual,15.6,0,no,no,44548.3,1
dell,inspiron,intel,pentium quad,4.0,ddr4,256,0,windows,64,0,thinnlight,15.6,1,no,no,24120.0,16
asus,rog,amd,ryzen 7,16.0,lpddr4x,1024,0,windows,64,4,casual,13.4,1,yes,no,66993.3,15
lenovo,ideapad,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,15.6,2,no,yes,42208.66,71
asus,core,intel,core i3,8.0,ddr4,256,0,windows,32,0,casual,15.6,0,no,no,28133.300000000003,0
dell,inspiron,intel,core i5,16.0,ddr4,512,0,windows,64,0,casual,14.0,1,yes,yes,52253.3,5
asus,rog,intel,i7,8.0,ddr4,0,0,windows,32,4,casual,14.76240673886883,0,no,no,71131.89,241
microsoft,surface,intel,core i5,8.0,ddr3,128,0,windows,64,0,casual,13.5,0,yes,no,61639.33,8
asus,ryzen,amd,ryzen 7,8.0,ddr4,512,0,windows,32,4,casual,14.0,0,no,no,48508.0,0
lenovo,ideapad,intel,core i3,4.0,ddr4,256,0,windows,64,0,casual,15.6,2,no,yes,26799.33,0
hp,spectre,intel,core i5,8.0,ddr4,512,0,windows,64,0,casual,13.3,1,yes,yes,77043.3,19
hp,ryzen,amd,ryzen 5,8.0,ddr4,512,0,windows,32,0,casual,15.6,0,no,no,35094.6,0
asus,rog,amd,ryzen 9,32.0,lpddr4x,1024,0,windows,64,4,casual,13.4,1,yes,yes,95803.3,1
